system:index,GlobalID,date,leafing,timestamp,.geo
0,fc37b86f-b048-4359-93ff-8e78b6b38712,2018_04_04,Out of Leafs,2024-11-29T13:27:09.845Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,a114c3c2-1bd8-4aa7-8891-3402f47eba0a,2018_04_04,Partially Leafed,2024-11-29T13:27:17.287Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,ad8878ea-6354-4fb7-a617-cd0fadf76443,2018_04_04,Partially Leafed,2024-11-29T13:27:19.777Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,24a5f646-9ef6-4e62-89fe-963cd03a3d0f,2018_04_04,Out of Leafs,2024-11-29T13:27:23.694Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,d9ce4645-ab72-411b-a288-bf4cf68992c5,2018_04_04,Out of Leafs,2024-11-29T13:27:28.474Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,c13b0b46-8b62-4fcf-bc3b-1863606b581d,2018_04_04,Out of Leafs,2024-11-29T13:27:33.014Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,34f872ff-ab16-4ea9-88a1-52bc896248d6,2018_04_04,Out of Leafs,2024-11-29T13:27:39.054Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,1b0f9adc-7055-4149-a482-065fef556dfd,2018_04_04,Out of Leafs,2024-11-29T13:27:47.545Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,03ae9302-5023-4fd4-9884-d6d17a40b43a,2018_04_04,Out of Leafs,2024-11-29T13:27:49.828Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,3f92b9e4-0d32-4dd9-84d1-de14218af15f,2018_04_04,Out of Leafs,2024-11-29T13:27:54.274Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,1c1fdfc0-a150-4eb0-bc3c-dfd459772be2,2018_04_25,Out of Leafs,2024-11-29T13:28:06.287Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,82ce5682-5413-4666-a946-a7dceb60b4b1,2018_04_25,Out of Leafs,2024-11-29T13:28:09.388Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,506b87fe-3391-43a9-9ac3-7bcab81cfebb,2018_04_25,Out of Leafs,2024-11-29T13:28:22.960Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,e0761503-58b7-49f3-a951-0c7fefeaade3,2018_04_25,Partially Leafed,2024-11-29T13:28:34.407Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,a61e3aa8-bf52-44e2-9379-1672c6507130,2018_04_25,Partially Leafed,2024-11-29T13:28:36.411Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,4e481c36-9f3b-4d3c-9ffd-cc9a678fadcb,2018_04_25,Partially Leafed,2024-11-29T13:28:45.656Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,f7c6ded2-e122-4fff-a338-3daae4043b26,2018_05_23,Partially Leafed,2024-11-29T13:29:02.314Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,131edf4c-b018-40a7-a803-0c76df88dc1d,2018_05_23,Out of Leafs,2024-11-29T13:29:06.128Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,82ce5682-5413-4666-a946-a7dceb60b4b1,2018_05_23,Out of Leafs,2024-11-29T13:29:10.361Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,638cafa3-0382-4b6f-915e-d71b660c7c60,2018_05_23,Out of Leafs,2024-11-29T13:29:12.909Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,c4acd0e1-f9ce-4cc1-aa60-995796bdbb81,2018_05_23,Out of Leafs,2024-11-29T13:29:24.046Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,cc2402e6-e3aa-46dc-9592-9bab97c4f788,2018_05_23,Out of Leafs,2024-11-29T13:29:27.585Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,58e2c5dc-995d-41d2-9937-3b3edef36b44,2018_05_23,Partially Leafed,2024-11-29T13:29:31.361Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,15bc7a55-b267-4065-9da6-e4c655dc6f7d,2018_05_23,Out of Leafs,2024-11-29T13:29:37.402Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,7b1093f4-9125-48a7-9f2a-1f0ed86fb1fc,2018_05_23,Out of Leafs,2024-11-29T13:29:40.496Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,aac77263-db33-4329-bef5-87bf1f49d3f1,2018_05_23,Out of Leafs,2024-11-29T13:29:46.918Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,b64d553c-5249-4054-92c2-17f38034c737,2018_05_23,Partially Leafed,2024-11-29T13:29:50.485Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,9f1c84a1-5eca-4d4c-b2dc-fb31071985a2,2018_05_23,Fully Leafed,2024-11-29T13:29:55.138Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,b64d553c-5249-4054-92c2-17f38034c737,2018_07_24,Fully Leafed,2024-11-29T13:30:08.966Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,9f1c84a1-5eca-4d4c-b2dc-fb31071985a2,2018_07_24,Fully Leafed,2024-11-29T13:30:13.315Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,9231d07f-e076-41b3-a466-8a987a180394,2018_07_24,Fully Leafed,2024-11-29T13:30:21.983Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,553c3929-d889-4c5f-947e-7c72d18d1b76,2018_07_24,Out of Leafs,2024-11-29T13:30:28.350Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,c610d05b-81e1-4611-a573-e9719f8cc0c4,2018_07_24,Fully Leafed,2024-11-29T13:30:33.429Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,93d06e14-3d23-493c-a0b1-f74fd674eb46,2018_07_24,Fully Leafed,2024-11-29T13:30:50.253Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0d1c24b9-4f81-4cc5-bda7-91b228555612,2018_07_24,Fully Leafed,2024-11-29T13:30:59.384Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,c5628eaf-3383-4ab8-98e6-29c9f6c2d796,2018_07_24,Fully Leafed,2024-11-29T13:31:10.301Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,32b52ad9-ca60-4312-93aa-19b71980a2da,2018_07_24,Out of Leafs,2024-11-29T13:31:22.281Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,14b6b133-b35d-4814-a687-5c859bdbbfca,2018_07_24,Out of Leafs,2024-11-29T13:31:30.866Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,bcf59fd0-ef26-40d0-9f77-91800fe1b656,2018_07_24,Fully Leafed,2024-11-29T13:31:36.035Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,82ce5682-5413-4666-a946-a7dceb60b4b1,2018_08_27,Out of Leafs,2024-11-29T13:31:54.434Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,12cd9cec-6416-4a7e-9f62-88c159822a66,2018_08_27,Out of Leafs,2024-11-29T13:31:57.480Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,9083daef-9855-4d4d-a78f-e17f06ad2ada,2018_08_27,Fully Leafed,2024-11-29T13:32:01.105Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,54cc22ba-640a-42b9-bae0-eb02554086cf,2018_08_27,Partially Leafed,2024-11-29T13:32:08.021Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,8dbf268d-1947-48ae-8185-23ab045a9cc8,2018_08_27,Fully Leafed,2024-11-29T13:32:16.123Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,ccfbdab4-92b2-440b-a773-ef51ecb5e76d,2018_08_27,Fully Leafed,2024-11-29T13:32:28.373Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,f6a001af-e0e1-424b-9d59-257af22c954e,2018_08_27,Out of Leafs,2024-11-29T13:32:52.122Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0fae064a-282a-4ca5-ae26-2e31937efe07,2018_08_27,Fully Leafed,2024-11-29T13:32:57.284Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,4090f4bf-d2a9-4d94-bc51-04e693e19916,2018_08_27,Fully Leafed,2024-11-29T13:33:02.288Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,b77bd986-9710-4b49-994d-5ae52e1b5be5,2018_08_27,Fully Leafed,2024-11-29T13:33:05.356Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,d0f35899-8ad2-4738-a876-1c60e0aea8f8,2018_10_26,Fully Leafed,2024-11-29T13:33:17.986Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,2b61c71f-6b07-4b13-9a31-5bbd2026a115,2018_10_26,Fully Leafed,2024-11-29T13:33:21.990Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,a42f8633-4ba9-41af-b907-f44ea6c492af,2018_10_26,Fully Leafed,2024-11-29T13:33:28.566Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,02627951-bdea-4eb6-9875-414a3b4956f3,2018_10_26,Fully Leafed,2024-11-29T13:33:37.361Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,fb89f848-b35a-4902-9718-105d730221bb,2018_10_26,Partially Leafed,2024-11-29T13:33:48.973Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,3f544aec-53a0-40db-aab1-b4fea03493b8,2018_10_26,Out of Leafs,2024-11-29T13:33:53.957Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,4b9767a5-9fee-4013-b02b-1c86504cfa3c,2018_10_26,Fully Leafed,2024-11-29T13:34:05.464Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,235e2657-ac67-414b-b234-5012879cb398,2018_10_26,Fully Leafed,2024-11-29T13:34:19.450Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,76424c7c-518a-415d-bcb8-b8933683c2ed,2018_10_26,Partially Leafed,2024-11-29T13:34:24.635Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,678242d3-56fd-4587-ba5d-4739c3067eeb,2018_10_26,Partially Leafed,2024-11-29T13:34:32.022Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,6caf7298-9341-4002-a089-20177a0b8644,2018_10_26,Out of Leafs,2024-11-29T13:34:35.203Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,553c3929-d889-4c5f-947e-7c72d18d1b76,2018_10_26,Out of Leafs,2024-11-29T13:34:41.192Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,91ccbba1-48be-4627-9fd1-37ecd9e012f9,2018_10_26,Out of Leafs,2024-11-29T13:34:46.120Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,54cc22ba-640a-42b9-bae0-eb02554086cf,2018_10_26,Partially Leafed,2024-11-29T13:34:53.879Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
