system:index,GlobalID,date,leafing,timestamp,.geo
0,d6b6e4ed-8feb-499a-838c-a788619747da,2018_04_04,Out of Leafs,2024-11-22T19:13:14.932Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,bc9f469f-e84a-45d2-8b09-262e0f7b58df,2018_04_04,Partially Leafed,2024-11-22T19:13:25.915Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,52f1f550-4e8b-485f-ad85-de7115173ed9,2018_04_04,Out of Leafs,2024-11-22T19:13:31.479Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,3bcbd33f-0d46-459c-8905-28081ca87b8c,2018_04_04,Out of Leafs,2024-11-22T19:13:34.464Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,93d06e14-3d23-493c-a0b1-f74fd674eb46,2018_04_04,Partially Leafed,2024-11-22T19:13:38.845Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,ea0fd6e4-ef4b-4378-a1d1-015b0f060437,2018_04_04,Out of Leafs,2024-11-22T19:13:43.517Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,06966454-7ca6-4168-9736-bd76ed153a9d,2018_04_04,Fully Leafed,2024-11-22T19:13:52.981Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,3b4679bd-76b6-43fe-b740-9f274fea7195,2018_04_04,Out of Leafs,2024-11-22T19:13:57.312Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,a5c45dfa-fb1a-4d1d-a046-4d9bd027a75a,2018_04_04,Out of Leafs,2024-11-22T19:14:00.876Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,99bf53ec-5a88-4124-bb65-68d4a180c760,2018_04_04,Partially Leafed,2024-11-22T19:14:08.430Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,19684285-5810-4def-9245-decd242f73bb,2018_04_04,Out of Leafs,2024-11-22T19:14:17.726Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,9ac9e1f0-1b50-4b05-9958-6bb92aa4beda,2018_04_04,Out of Leafs,2024-11-22T19:14:32.599Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,922bf85b-f020-438d-91b7-86a2b5645b25,2018_04_04,Out of Leafs,2024-11-22T19:14:37.727Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,843dc5c8-6c57-4f89-8243-8591c7c2daf8,2018_04_04,Out of Leafs,2024-11-22T19:14:40.460Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,d758611e-19bc-4281-ae0a-b7b87f87234c,2018_04_04,Out of Leafs,2024-11-22T19:14:48.346Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0e6d3e00-7797-46fb-b57c-039aca5ce308,2018_04_04,Fully Leafed,2024-11-22T19:14:58.488Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,86fe0741-6024-4709-81dd-d672d597161e,2018_04_04,Out of Leafs,2024-11-22T19:15:04.805Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,04554a8f-42bf-4700-b72c-d27f0d77f963,2018_04_04,Out of Leafs,2024-11-22T19:15:13.109Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,980cc2a7-6381-4d19-a766-5bd0dbb13754,2020_08_01,Out of Leafs,2024-11-22T19:15:36.211Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,5c433239-ddc5-4d5b-9e9a-23b73dae03f5,2020_08_01,Partially Leafed,2024-11-22T19:15:47.729Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,638cafa3-0382-4b6f-915e-d71b660c7c60,2020_08_01,Partially Leafed,2024-11-22T19:15:59.025Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,d758611e-19bc-4281-ae0a-b7b87f87234c,2020_08_01,Partially Leafed,2024-11-22T19:16:03.742Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,12cd9cec-6416-4a7e-9f62-88c159822a66,2020_08_01,Out of Leafs,2024-11-22T19:16:10.360Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,909896cf-378e-4a6c-9d2f-a0b058b1c492,2020_08_01,Out of Leafs,2024-11-22T19:16:14.699Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,4e481c36-9f3b-4d3c-9ffd-cc9a678fadcb,2020_08_01,Partially Leafed,2024-11-22T19:16:28.119Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,fbf33141-c336-47fa-b459-441fef8bea52,2020_08_01,Out of Leafs,2024-11-22T19:16:44.035Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,c1631b71-e3df-4b44-9c62-c587197bd7d4,2020_08_01,Fully Leafed,2024-11-22T19:16:57.004Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,03e3899e-0c1e-4822-841c-7065f78fba2b,2020_08_01,Fully Leafed,2024-11-22T19:17:00.637Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,b64d553c-5249-4054-92c2-17f38034c737,2020_08_01,Fully Leafed,2024-11-22T19:17:04.618Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,922bf85b-f020-438d-91b7-86a2b5645b25,2020_08_01,Fully Leafed,2024-11-22T19:17:10.471Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,da574c91-cf37-4821-b883-15d3d8d290d2,2020_08_01,Fully Leafed,2024-11-22T19:17:13.584Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,a366d4f8-2abc-4a52-aefe-20f8466233db,2020_08_01,Fully Leafed,2024-11-22T19:17:24.842Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,b77bd986-9710-4b49-994d-5ae52e1b5be5,2020_08_01,Fully Leafed,2024-11-22T19:17:28.153Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,98c2c48b-b852-4703-ab5b-2d7a90a7bfca,2020_08_01,Fully Leafed,2024-11-22T19:17:34.563Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,72a2afe2-a4eb-4e13-97ca-a8eb6d8ebcb4,2020_08_01,Fully Leafed,2024-11-22T19:17:48.603Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,32b52ad9-ca60-4312-93aa-19b71980a2da,2020_08_01,Out of Leafs,2024-11-22T19:17:55.438Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,31cb4ec2-1f18-4516-9fdd-5e1e7bfb81de,2021_01_27,Partially Leafed,2024-11-22T19:18:14.114Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,2021_01_27,Partially Leafed,2024-11-22T19:18:26.153Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,24ecc049-5b32-4786-824e-7ae320b3b40e,2021_01_27,Out of Leafs,2024-11-22T19:18:33.295Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,55361361-366c-4089-8c16-72a4781539c2,2021_01_27,Out of Leafs,2024-11-22T19:18:40.154Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,fc37b86f-b048-4359-93ff-8e78b6b38712,2021_01_27,Out of Leafs,2024-11-22T19:18:50.931Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,85a4ec81-7842-4949-92f2-0a8400110d53,2021_01_27,Partially Leafed,2024-11-22T19:19:00.047Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,4a53dc7a-d0da-44a1-841e-f309b6ae3ccc,2021_01_27,Out of Leafs,2024-11-22T19:19:04.764Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,36865a89-a20a-4ece-bc34-ff085ceedec6,2021_01_27,Out of Leafs,2024-11-22T19:19:10.176Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
