system:index,GlobalID,date,leafing,timestamp,.geo
0,5d38cc30-e80b-480a-8f86-89f86488416e,2018_04_04,Out of Leafs,2024-11-22T19:38:45.598Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,5c48152c-a304-4621-9872-7a5e08166033,2018_04_04,Fully Leafed,2024-11-22T19:38:51.765Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,c5628eaf-3383-4ab8-98e6-29c9f6c2d796,2018_10_26,Fully Leafed,2024-11-22T19:39:03.088Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,5c48152c-a304-4621-9872-7a5e08166033,2018_10_26,Fully Leafed,2024-11-22T19:39:06.922Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,e0fcabd2-7d25-4928-acc9-c0ae57254806,2018_10_26,Fully Leafed,2024-11-22T19:39:18.402Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,e0fcabd2-7d25-4928-acc9-c0ae57254806,2019_07_24,Fully Leafed,2024-11-22T19:39:31.987Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,5c48152c-a304-4621-9872-7a5e08166033,2019_07_24,Fully Leafed,2024-11-22T19:39:35.867Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,75e480c4-9d0a-44d2-94e5-6923db02a122,2019_07_24,Partially Leafed,2024-11-22T19:39:46.304Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,078e0ab3-42ac-4a64-b96b-09cdf590f024,2019_07_24,Fully Leafed,2024-11-22T19:39:59.337Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,e0fcabd2-7d25-4928-acc9-c0ae57254806,2019_07_24,Fully Leafed,2024-11-22T19:40:02.925Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,99bf53ec-5a88-4124-bb65-68d4a180c760,2019_07_24,Fully Leafed,2024-11-22T19:40:09.537Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,956396f0-265d-4b40-a637-ec6c91b799c9,2021_01_27,Partially Leafed,2024-11-22T19:40:24.352Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,46f61b1f-704d-4a43-9cc8-85bac4432a3f,2021_01_27,Partially Leafed,2024-11-22T19:44:19.526Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,b12963c8-dd0c-4232-b0af-ebf221728922,2021_01_27,Out of Leafs,2024-11-22T19:44:27.139Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,30fe407e-ba4b-4a3d-9bfc-fcd1f93bcc86,2021_01_27,Partially Leafed,2024-11-22T19:44:37.104Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,4c123488-85cc-4c89-9b0e-2fc73c565521,2021_01_27,Out of Leafs,2024-11-22T19:44:41.792Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0c00d904-63a1-494d-94df-1442ba253e47,2021_01_27,Partially Leafed,2024-11-22T19:44:49.387Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
