system:index,GlobalID,date,leafing,timestamp,.geo
0,76424c7c-518a-415d-bcb8-b8933683c2ed,2018_04_04,Out of Leafs,2024-11-25T17:57:05.639Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,06470e14-a7a9-4685-bdf0-14ee6307e7dc,2018_04_04,Out of Leafs,2024-11-25T17:57:08.265Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,31d95e2f-f47b-49c9-ba99-46e69ba579b5,2018_04_04,Out of Leafs,2024-11-25T17:57:12.801Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,08c4ec87-3de9-40d7-b64e-d3a85534739e,2018_04_04,Out of Leafs,2024-11-25T17:57:17.638Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,39fb15b5-a33a-494c-a45d-dbd5962f314b,2018_04_04,Out of Leafs,2024-11-25T17:57:20.210Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,c610d05b-81e1-4611-a573-e9719f8cc0c4,2018_04_04,Partially Leafed,2024-11-25T17:57:25.645Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0a98be03-81a4-46b5-8be7-5ad7b14c2478,2018_04_04,Out of Leafs,2024-11-25T17:57:32.386Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2538ba6c-eaa7-4f55-a478-548f15ec663f,2018_04_04,Out of Leafs,2024-11-25T17:57:35.165Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,4c8542e8-ec9d-4d89-bc3d-1d15b96cc9a7,2018_04_04,Partially Leafed,2024-11-25T17:57:45.969Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,05349bf1-e177-489a-a404-e043dbe2060d,2018_04_04,Partially Leafed,2024-11-25T17:57:50.303Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,4c8542e8-ec9d-4d89-bc3d-1d15b96cc9a7,2019_02_25,Partially Leafed,2024-11-25T17:57:58.571Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,05349bf1-e177-489a-a404-e043dbe2060d,2019_02_25,Out of Leafs,2024-11-25T17:58:01.542Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,9aad9a6d-e072-4dc4-8503-cf62213a72ad,2019_02_25,Fully Leafed,2024-11-25T17:58:10.435Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,76424c7c-518a-415d-bcb8-b8933683c2ed,2019_02_25,Out of Leafs,2024-11-25T17:58:16.604Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,ff26abf5-32aa-4392-8733-c54a65022cd4,2019_02_25,Partially Leafed,2024-11-25T17:58:19.604Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,73e3e146-a5b2-4c79-8961-be8befe8b10e,2019_02_25,Partially Leafed,2024-11-25T17:58:23.988Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,1add9ca2-a982-4fc6-bfc7-32357ece3114,2019_02_25,Out of Leafs,2024-11-25T17:58:28.473Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,a28afb42-e3c5-4257-9a5e-0582f6ad9bf9,2019_02_25,Partially Leafed,2024-11-25T17:58:33.552Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2bbdf792-0d37-4808-9457-254f37e8aaf5,2019_02_25,Partially Leafed,2024-11-25T17:58:38.078Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,4495b044-8a40-4d5a-892e-3fa089b58f53,2019_02_25,Out of Leafs,2024-11-25T17:58:45.741Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,956396f0-265d-4b40-a637-ec6c91b799c9,2019_02_25,Out of Leafs,2024-11-25T17:58:50.252Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,93cf9c4d-f5de-402b-9e92-4703b73b0d99,2019_02_25,Fully Leafed,2024-11-25T17:58:55.515Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,131edf4c-b018-40a7-a803-0c76df88dc1d,2019_02_25,Out of Leafs,2024-11-25T17:59:04.429Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,b19d8062-e35f-431c-852f-f7f1adf57f02,2019_10_17,Fully Leafed,2024-11-25T17:59:15.152Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,078e0ab3-42ac-4a64-b96b-09cdf590f024,2019_10_17,Fully Leafed,2024-11-25T17:59:18.067Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,1c0492d3-ce3f-4636-8933-0f74cf6e0cde,2019_10_17,Partially Leafed,2024-11-25T17:59:23.928Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,75e480c4-9d0a-44d2-94e5-6923db02a122,2019_10_17,Partially Leafed,2024-11-25T17:59:26.120Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,f6a001af-e0e1-424b-9d59-257af22c954e,2019_10_17,Fully Leafed,2024-11-25T17:59:31.701Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,b0e0daf6-3d04-4565-ad3f-42b83e21c188,2019_10_17,Fully Leafed,2024-11-25T17:59:35.043Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,72a2afe2-a4eb-4e13-97ca-a8eb6d8ebcb4,2019_10_17,Fully Leafed,2024-11-25T17:59:43.149Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,d0f35899-8ad2-4738-a876-1c60e0aea8f8,2019_10_17,Fully Leafed,2024-11-25T17:59:48.923Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,d758611e-19bc-4281-ae0a-b7b87f87234c,2019_10_17,Partially Leafed,2024-11-25T17:59:58.921Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,dc0450fd-a432-4654-b90a-a8dbb7bba312,2019_10_17,Partially Leafed,2024-11-25T18:00:02.262Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,4b304223-ae5e-4014-98a5-c68c760deb74,2019_10_17,Partially Leafed,2024-11-25T18:00:05.243Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,6bf8d1d5-9961-4b9f-a019-a8c31949f892,2019_10_17,Fully Leafed,2024-11-25T18:00:14.841Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,922bf85b-f020-438d-91b7-86a2b5645b25,2019_10_17,Fully Leafed,2024-11-25T18:00:17.525Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,fb89f848-b35a-4902-9718-105d730221bb,2019_10_17,Partially Leafed,2024-11-25T18:00:27.413Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,2ee6be2e-40b0-486e-a574-000744dfe229,2021_01_27,Fully Leafed,2024-11-25T18:00:43.051Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,93cf9c4d-f5de-402b-9e92-4703b73b0d99,2021_01_27,Fully Leafed,2024-11-25T18:00:48.101Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,d758611e-19bc-4281-ae0a-b7b87f87234c,2021_01_27,Out of Leafs,2024-11-25T18:01:01.427Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,a30c93d4-9c1c-461d-8690-be2592f775ff,2021_01_27,Partially Leafed,2024-11-25T18:01:05.258Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0e6d3e00-7797-46fb-b57c-039aca5ce308,2021_01_27,Fully Leafed,2024-11-25T18:01:11.936Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,34f872ff-ab16-4ea9-88a1-52bc896248d6,2021_01_27,Partially Leafed,2024-11-25T18:01:16.339Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,bbc35325-c490-4ac4-866b-f69243bdd666,2021_01_27,Out of Leafs,2024-11-25T18:01:23.979Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,843dc5c8-6c57-4f89-8243-8591c7c2daf8,2021_01_27,Out of Leafs,2024-11-25T18:01:32.136Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,6d8feebe-e21b-4031-8b62-2c68228d16fa,2021_01_27,Partially Leafed,2024-11-25T18:01:37.023Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,6d8feebe-e21b-4031-8b62-2c68228d16fa,2023_01_30,Fully Leafed,2024-11-25T18:01:48.366Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,a53ef977-6375-4f43-a45a-09e6655add4b,2023_01_30,Out of Leafs,2024-11-25T18:01:54.802Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,f40b162f-9e92-4de6-82e0-3d6ff2289866,2023_01_30,Fully Leafed,2024-11-25T18:02:06.773Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,2c120d7f-82bd-4973-a6e0-20600122e632,2023_01_30,Out of Leafs,2024-11-25T18:02:10.260Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,078e0ab3-42ac-4a64-b96b-09cdf590f024,2023_01_30,Fully Leafed,2024-11-25T18:02:18.382Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,131edf4c-b018-40a7-a803-0c76df88dc1d,2023_01_30,Partially Leafed,2024-11-25T18:02:22.688Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,f151d9dc-7bd3-4195-85ac-ddc2130bd3cb,2023_01_30,Partially Leafed,2024-11-25T18:02:25.156Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,fc37b86f-b048-4359-93ff-8e78b6b38712,2023_01_30,Out of Leafs,2024-11-25T18:02:29.921Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,80acabb6-ad48-4799-80bc-1a4c0fd71656,2023_01_30,Out of Leafs,2024-11-25T18:02:32.191Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,a3230e35-8562-4041-b0ae-d6325cdff16c,2023_01_30,Partially Leafed,2024-11-25T18:02:38.549Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
