system:index,GlobalID,date,leafing,timestamp,.geo
0,956396f0-265d-4b40-a637-ec6c91b799c9,2024_03_18,Out of Leafs,2024-11-25T19:58:12.584Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,078e0ab3-42ac-4a64-b96b-09cdf590f024,2024_03_18,Out of Leafs,2024-11-25T19:58:21.183Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,5d38cc30-e80b-480a-8f86-89f86488416e,2024_03_18,Out of Leafs,2024-11-25T19:58:26.769Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,078e0ab3-42ac-4a64-b96b-09cdf590f024,2024_03_06,Partially Leafed,2024-11-25T19:58:34.602Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,5d38cc30-e80b-480a-8f86-89f86488416e,2024_03_06,Partially Leafed,2024-11-25T19:58:38.159Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,54cc22ba-640a-42b9-bae0-eb02554086cf,2024_03_06,Out of Leafs,2024-11-25T19:58:44.219Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,fa23842a-ea4a-4319-a455-9ddcc22bb3c3,2024_03_06,Out of Leafs,2024-11-25T19:58:48.605Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,9aad9a6d-e072-4dc4-8503-cf62213a72ad,2024_03_06,Out of Leafs,2024-11-25T19:58:52.183Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,fa23842a-ea4a-4319-a455-9ddcc22bb3c3,2024_03_06,Out of Leafs,2024-11-25T19:58:55.249Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,4c8542e8-ec9d-4d89-bc3d-1d15b96cc9a7,2024_03_06,Partially Leafed,2024-11-25T19:58:58.741Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,05349bf1-e177-489a-a404-e043dbe2060d,2024_03_06,Partially Leafed,2024-11-25T19:59:01.783Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,52f1f550-4e8b-485f-ad85-de7115173ed9,2024_03_06,Partially Leafed,2024-11-25T19:59:10.500Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,c774b96e-c1a4-47e0-9c36-9bdbe97fc832,2024_03_06,Out of Leafs,2024-11-25T19:59:12.932Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,ecc7ace8-815a-4276-9a19-897ed1ae4f65,2024_03_06,Out of Leafs,2024-11-25T19:59:15.459Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,3bcbd33f-0d46-459c-8905-28081ca87b8c,2024_03_06,Partially Leafed,2024-11-25T19:59:20.346Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,bc9f469f-e84a-45d2-8b09-262e0f7b58df,2024_03_06,Partially Leafed,2024-11-25T19:59:25.296Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,60f88280-ea70-49e3-812f-79915e7c7882,2024_03_06,Out of Leafs,2024-11-25T19:59:31.047Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,d6b6e4ed-8feb-499a-838c-a788619747da,2024_03_06,Partially Leafed,2024-11-25T19:59:35.374Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,465bd079-159e-4f49-9f50-ba040fa0ae36,2024_03_06,Out of Leafs,2024-11-25T19:59:37.322Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,7501c267-7dd4-478d-9579-eec153a22503,2024_03_06,Out of Leafs,2024-11-25T19:59:41.462Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,e6f7ceaf-e736-45cb-90fe-3224cdca1c1d,2024_03_06,Out of Leafs,2024-11-25T19:59:50.026Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,5b5a25c3-edb0-44e7-a4f3-358622cf305a,2024_03_06,Partially Leafed,2024-11-25T19:59:54.261Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,7501c267-7dd4-478d-9579-eec153a22503,2024_03_06,Partially Leafed,2024-11-25T19:59:56.417Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,55361361-366c-4089-8c16-72a4781539c2,2024_03_06,Partially Leafed,2024-11-25T20:00:01.666Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,24ecc049-5b32-4786-824e-7ae320b3b40e,2024_03_06,Out of Leafs,2024-11-25T20:00:03.626Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,31cb4ec2-1f18-4516-9fdd-5e1e7bfb81de,2024_03_06,Out of Leafs,2024-11-25T20:00:06.927Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,b0e0daf6-3d04-4565-ad3f-42b83e21c188,2024_03_06,Fully Leafed,2024-11-25T20:00:11.046Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,fc641d4a-4e79-46c5-9b37-592ab13d31bf,2024_03_06,Partially Leafed,2024-11-25T20:00:15.313Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,fc37b86f-b048-4359-93ff-8e78b6b38712,2024_03_06,Out of Leafs,2024-11-25T20:00:19.588Z,"{""type"":""MultiPoint"",""coordinates"":[]}"
